@relation 'Domain class relation'

@attribute domainRank numeric
@attribute TopLevelDomain numeric
@attribute DomainLength numeric
@attribute NumberOfDots numeric
@attribute dictRatio numeric
@attribute domainRecords numeric
@attribute asNum numeric
@attribute bgpPrefix numeric
@attribute cc numeric
@attribute asOnwer numeric
@attribute domainClassification {MALICIOUS,BENIGN}

@data
{1 98689,2 7,3 1,4 100,5 1,6 56127,7 -1867727181,8 2155,9 1049490209}
{1 98689,2 7,3 1,4 57,5 1,6 37963,7 556320751,8 2155,9 2117745249,10 BENIGN}
{1 98689,2 5,3 1,4 100,5 1,6 37963,7 1562754929,8 2155,9 2117745249,10 BENIGN}
{1 98689,2 7,3 1,4 100,5 1,6 58543,7 1477793615,8 2155,9 -913189488}
{1 98689,2 18,3 2,4 100,5 1,6 16276,7 -65769802,8 2252,9 824317969}
{1 98689,2 4,3 1,4 100,5 2,6 33387,7 -1732533698,8 2718,9 975293758,10 BENIGN}
{1 98689,2 5,3 1,4 100,5 1,6 58879,7 853385495,8 2155,9 21035325}
{1 3237038,2 5,3 1,4 100,5 1,6 26496,7 2085384346,8 2718,9 -869396309,10 BENIGN}
{1 98689,2 6,3 1,4 50,5 1,6 4837,7 -1006395945,8 2155,9 2017028797,10 BENIGN}
{1 98689,2 7,3 1,4 100,5 1,6 58543,7 -1263853999,8 2155,9 -913189488}
{1 98689,2 7,3 1,4 100,5 1,6 58543,7 -1263853999,8 2155,9 -913189488}
{1 98689,2 6,3 1,4 100,5 1,6 38197,7 1122788185,8 2155,9 -1141493246}
{1 98689,2 4,3 1,4 100,5 1,6 32613,7 -1878502857,8 2142,9 2056765818,10 BENIGN}
{1 98689,2 4,3 1,4 50,5 1,6 62468,7 -1569282248,8 2307,9 2120687708}
{1 98689,2 8,3 1,4 100,5 1,6 45753,7 522177964,8 2307,9 -271398888}
{1 98689,2 5,3 1,4 100,5 1,6 17816,7 688863604,8 2155,9 1650854550}
{1 98689,2 7,3 1,4 100,5 1,6 17429,7 1852735088,8 2155,9 2037973146}
{1 98689,2 6,3 1,4 100,5 1,6 40676,7 243531057,8 2718,9 -1227235888}
{1 3237038,2 7,3 1,4 57,5 1,6 26496,7 564776377,8 2718,9 -869396309}
{1 98689,2 6,3 1,4 50,5 1,6 4134,7 -692053487,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 4,3 1,4 100,5 1,6 4134,7 384051853,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 58879,7 1655001723,8 2155,9 21035325}
{1 98689,2 6,3 1,4 100,5 1,6 37963,7 -1141735055,8 2155,9 2117745249,10 BENIGN}
{0 1,1 98689,2 5,3 1,4 100,5 1,6 18978,7 -1542961351,8 2718,9 -632963706,10 BENIGN}
{1 98689,2 8,3 1,4 37,5 1,6 38197,7 675390586,8 2307,9 -1141493246,10 BENIGN}
{1 98689,2 9,3 1,4 44,5 1,6 37943,7 84507312,8 2155,9 -122936046}
{1 3179,2 6,3 1,4 100,5 1,6 4134,7 700849266,8 2155,9 1389414199}
{1 98689,2 6,3 1,4 100,5 1,6 4134,7 700849266,8 2155,9 1389414199}
{1 98689,2 7,3 1,4 100,5 1,6 4134,7 700849266,8 2155,9 1389414199}
{1 98689,2 7,3 1,4 57,5 1,6 4134,7 700849266,8 2155,9 1389414199}
{1 98689,2 4,3 1,4 100,5 1,6 23650,7 1107946311,8 2155,9 1595413670}
{1 -1354875912,2 3,3 2,4 100,10 BENIGN}
{1 98689,2 18,3 1,4 44}
{1 97555,2 9,3 1,4 44}
{0 1,1 -1354875376,2 3,3 2,4 100,10 BENIGN}
{1 3237038,2 4,3 1,4 100,10 BENIGN}
{1 3179,2 2,3 1,4 100,10 BENIGN}
{1 3237038,2 4,3 1,4 100,10 BENIGN}
{1 98689,2 6,3 1,4 33}
{1 98689,2 7,3 1,4 100}
{0 1,1 3179,2 5,3 1,4 100,10 BENIGN}
{1 108957,2 22,3 2,4 28}
{1 98689,2 7,3 1,4 42,5 1,6 58543,7 1477793615,8 2155,9 -913189488}
{1 98689,2 9,3 1,4 22,5 2,6 13335,7 -1815166825,8 2718,9 -597358690,10 BENIGN}
{1 3703,2 9,3 1,4 77,5 1,6 31624,7 -261241215,8 2494,9 1411699236,10 BENIGN}
{0 1,1 98689,2 9,3 1,4 44,5 1,6 19994,7 1095547035,8 2718,9 4404645,10 BENIGN}
{1 94783320,2 7,3 2,4 57,5 1,6 20738,7 470222505,8 2267,9 535351056,10 BENIGN}
{0 1,1 98689,2 5,3 1,4 100,5 1,6 23650,7 2036340004,8 2155,9 1595413670,10 BENIGN}
{1 98689,2 6,3 1,4 50,5 1,6 4847,7 1440609950,8 2155,9 -367945073,10 BENIGN}
{0 1,1 98689,2 9,3 1,4 44,5 1,6 20773,7 -159952609,8 2177,9 1346612848,10 BENIGN}
{1 98689,2 12,3 1,4 41,5 1,6 16276,7 940814205,8 2252,9 824317969,10 BENIGN}
{0 1,1 -1354875912,2 6,3 2,4 100,5 1,6 4134,7 100259902,8 2155,9 1389414199,10 BENIGN}
{0 1,1 94783017,2 4,3 2,4 100,5 1,6 9644,7 -999751701,8 2407,9 206838868,10 BENIGN}
{1 3651,2 3,3 1,4 100,5 1,6 8732,7 -415921011,8 2627,9 281065115,10 BENIGN}
{1 3651,2 10,3 1,4 50,5 3,6 47447,7 443515246,8 2177,9 -1265836751}
{1 98689,2 8,3 1,4 37,5 1,6 36351,7 -1396012030,8 2718,9 2137645481,10 BENIGN}
{1 3398,2 8,3 1,4 37,5 1,6 18068,7 -1817115888,8 2374,9 1242285313,10 BENIGN}
{1 110308,2 4,3 1,4 100,5 1,6 36352,7 -2001677787,8 2718,9 -400110958}
{1 98689,2 14,3 1,4 21,5 1,6 14618,7 -603136781,8 2718,9 -446812894,10 BENIGN}
{0 1,1 98689,2 3,3 1,4 100,5 2,6 58543,7 1503163849,8 2155,9 -913189488,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 26484,7 993266394,8 2718,9 -60744789}
{1 98689,2 6,3 1,4 100,5 1,6 26484,7 993266394,8 2718,9 -60744789}
{0 1,1 3398,2 6,3 1,4 100,5 2,6 2519,7 -551901189,8 2374,9 -1534716722,10 BENIGN}
{1 98689,2 5,3 1,4 60,5 1,6 4134,7 1289513466,8 2155,9 1389414199,10 BENIGN}
{0 1,1 3651,2 14,3 1,4 100,5 2,6 50214,7 -882528887,8 2627,9 1252922956,10 BENIGN}
{1 98689,2 7,3 1,4 100,5 1,6 4134,7 700849266,8 2155,9 1389414199}
{1 3768,2 6,3 1,4 66,5 2,6 38244,7 -786616298,8 2744,9 1150556366,10 BENIGN}
{1 3651,2 11,3 1,4 63,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 10,3 1,4 70,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 10,3 1,4 70,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 11,3 1,4 63,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 11,3 1,4 36,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 11,3 1,4 72,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 9,3 1,4 44,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 9,3 1,4 55,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 3651,2 12,3 1,4 66,5 1,6 25532,7 1102842804,8 2627,9 817775747}
{1 98689,2 6,3 1,4 100,5 1,6 54600,7 579221668,8 2718,9 -1662878069}
{1 98689,2 14,3 1,4 28,5 1,6 201525,7 -198763952,8 2267,9 -1665319677}
{0 1,1 -1354875376,2 4,3 2,4 100,5 1,6 17408,7 1268138328,8 2691,9 -1168305698,10 BENIGN}
{1 98689,2 7,3 1,4 100,5 2,6 13335,7 -1064343702,8 2718,9 -597358690}
{1 -1354875912,2 3,3 2,4 100,5 1,6 4812,7 -1318048877,8 2155,9 -504279689,10 BENIGN}
{1 98689,2 9,3 1,4 33,5 1,6 33695,7 -1625840749,8 2718,9 -67714873,10 BENIGN}
{1 98689,2 3,3 1,4 100,5 2,6 6939,7 936465179,8 2718,9 -834076104,10 BENIGN}
{1 98689,2 15,3 1,4 26,5 1,6 46606,7 1478767902,8 2718,9 -28884554,10 BENIGN}
{1 108957,2 5,3 1,4 100,5 2,6 13335,7 -1815166825,8 2718,9 -597358690,10 BENIGN}
{1 98689,2 10,3 1,4 30,5 1,6 38895,7 -758071885,8 2718,9 -406121797,10 BENIGN}
{1 3168,2 5,3 1,4 100,5 1,6 9394,7 -500002089,8 2155,9 661467645}
{1 3371,2 6,3 1,4 50,5 1,6 26496,7 2085384346,8 2718,9 -869396309}
{1 3651,2 9,3 1,4 55,5 3,6 199456,7 -2026116888,8 2267,9 1429087620}
{1 3651,2 8,3 1,4 50,5 3,6 199456,7 -2026116888,8 2267,9 1429087620}
{1 3651,2 7,3 1,4 42,5 3,6 199456,7 -2026116888,8 2267,9 1429087620}
{0 1,1 98689,2 5,3 1,4 100,5 1,6 4808,7 1291933216,8 2155,9 -2069750322,10 BENIGN}
{1 3179,2 8,3 1,4 62,5 1,6 58543,7 730502595,8 2155,9 -913189488,10 BENIGN}
{1 3645,2 12,3 1,4 25,5 1,6 5588,7 1397965184,8 2621,9 512020049,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 21844,7 -707147331,8 2718,9 649072506,10 BENIGN}
{1 3276,2 6,3 1,4 100,5 1,6 8660,7 -1249670220,8 2347,9 309698292,10 BENIGN}
{1 -1249564196,2 8,3 2,4 37,5 1,6 26347,7 1840380240,8 2718,9 -1090343763,10 BENIGN}
{1 3168,2 12,3 2,4 100,5 1,6 23724,7 245017708,8 2155,9 1774689051}
{1 108957,2 9,3 1,4 55,5 1,6 16276,7 -995022474,8 2252,9 824317969,10 BENIGN}
{1 98689,2 7,3 1,4 42,5 2,6 13335,7 -780865800,8 2718,9 -597358690,10 BENIGN}
{0 1,1 98689,2 13,3 1,4 30,5 1,6 26496,7 1691287685,8 2718,9 -869396309,10 BENIGN}
{1 98689,2 8,3 1,4 37,5 1,6 30212,7 1045783233,8 2718,9 1344958086,10 BENIGN}
{0 1,1 98689,2 12,3 1,4 25,5 2,6 14618,7 1628584430,8 2718,9 -446812894,10 BENIGN}
{1 98689,2 7,3 1,4 28,5 1,6 46606,7 1769226035,8 2718,9 -28884554,10 BENIGN}
{1 3369,2 8,3 1,4 50,5 1,6 57497,7 1092928336,8 2345,9 -488254427,10 BENIGN}
{0 1,1 98689,2 5,3 1,4 100,5 1,6 24482,7 -1716397779,8 2644,9 -508663331,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 54600,7 579221668,8 2718,9 -1662878069}
{1 3179,2 9,3 2,4 100,5 1,6 18779,7 652421146,8 2718,9 -620423657}
{1 98689,2 12,3 1,4 33,5 1,6 40034,7 -153913170,8 2149,9 -1858683205,10 BENIGN}
{1 98689,2 16,3 2,4 22,5 3,6 33612,7 -192708981,8 2718,9 1565078547,10 BENIGN}
{1 98689,2 13,3 1,4 23,5 1,6 13909,7 -424863368,8 2718,9 727487769,10 BENIGN}
{1 98689,2 17,3 1,4 11,5 1,6 20013,7 552973256,8 2718,9 1526146996,10 BENIGN}
{1 -1354875939,2 10,3 2,4 60,5 1,6 26496,7 -1429833702,8 2718,9 -869396309,10 BENIGN}
{0 1,1 98689,2 5,3 1,4 60,5 1,6 23724,7 1638908633,8 2155,9 1774689051,10 BENIGN}
{1 98689,2 5,3 1,4 100,5 1,6 26496,7 2085384346,8 2718,9 -869396309,10 BENIGN}
{1 108957,2 5,3 1,4 100,5 10,6 54994,7 -2023009520,8 2718,9 -618613324,10 BENIGN}
{1 98689,2 12,3 1,4 16,5 2,6 13335,7 49379579,8 2718,9 -597358690,10 BENIGN}
{1 3201,2 10,3 1,4 50,5 1,6 50673,7 2092726943,8 2494,9 790488776,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 23650,7 2064969155,8 2155,9 1595413670}
{1 98689,2 5,3 1,4 100,5 1,6 18450,7 -306855833,8 2718,9 2073001885}
{1 98689,2 13,3 1,4 30,5 1,6 46573,7 -655743154,8 2718,9 -886671904}
{1 98689,2 6,3 1,4 100,5 1,6 58879,7 -978880169,8 2155,9 21035325}
{1 98689,2 4,3 1,4 100,5 1,6 4134,7 -1372704651,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 10,3 1,4 40,5 1,6 57910,7 1184547522,8 2222,9 883063829,10 BENIGN}
{1 98689,2 11,3 1,4 27,5 1,6 8560,7 -1582769721,8 2718,9 -340947966,10 BENIGN}
{1 3580,2 4,3 1,4 100,5 1,6 57367,7 724752632,8 2556,9 1858717974,10 BENIGN}
{1 98689,2 6,3 1,4 50,5 1,6 20738,7 -359300242,8 2267,9 535351056}
{1 3651,2 12,3 1,4 25,5 3,6 41828,7 1554997985,8 2646,9 -54396294}
{1 98689,2 9,3 1,4 33,5 1,6 42829,7 1340574706,8 2099,9 -1718412855,10 BENIGN}
{1 3201,2 9,3 1,4 33,5 1,6 42829,7 1340574706,8 2099,9 -1718412855,10 BENIGN}
{1 98689,2 7,3 1,4 71,5 2,6 19551,7 1957513230,8 2718,9 590174615,10 BENIGN}
{0 1,1 98689,2 13,3 1,4 23,5 2,6 13335,7 -1064343702,8 2718,9 -597358690,10 BENIGN}
{1 108957,2 10,3 2,4 100,5 1,6 4134,7 -1624903142,8 2155,9 1389414199}
{1 98689,2 6,3 1,4 100,5 1,6 26484,7 1165041300,8 2718,9 -60744789}
{0 1,1 98689,2 7,3 1,4 42,5 1,6 2516,7 1450589944,8 2374,9 386218698,10 BENIGN}
{1 108957,2 3,3 1,4 100,5 1,6 12129,7 663626278,8 2718,9 -1281468723,10 BENIGN}
{1 98689,2 6,3 1,4 66,5 1,6 37963,7 601075280,8 2155,9 2117745249,10 BENIGN}
{1 3179,2 10,3 2,4 100,5 1,6 4812,7 -486168267,8 2155,9 -504279689}
{0 1,1 98689,2 6,3 1,4 50,5 2,6 17964,7 -1494165822,8 2155,9 449944077,10 BENIGN}
{1 98689,2 4,3 1,4 100,10 BENIGN}
{1 98689,2 6,3 1,4 100,10 BENIGN}
{1 98689,2 6,3 1,4 100,10 BENIGN}
{1 98689,2 13,3 1,4 15}
{1 97555,2 4,3 1,4 100}
{1 97555,2 6,3 1,4 33}
{1 -1240091189,2 8,3 2,4 100,10 BENIGN}
{1 98689,2 11,3 1,4 100}
{1 3179,2 6,3 1,4 66,10 BENIGN}
{1 98689,2 6,3 1,4 100}
{1 3179,2 11,3 2,4 100}
{1 98689,2 5,3 1,4 100}
{1 98689,2 5,3 1,4 100,10 BENIGN}
{1 3591,2 3,3 1,4 100}
{1 108957,2 18,3 2,4 40}
{1 3179,2 11,3 1,4 100}
{1 3591,2 3,3 1,4 100}
{1 -1354875912,2 7,3 2,4 42,10 BENIGN}
{1 98689,2 7,3 1,4 57}
{0 1,1 3179,2 5,3 1,4 100,10 BENIGN}
{1 98689,2 5,3 1,4 100,10 BENIGN}
{1 -1354875967,2 12,3 2,4 33}
{1 98689,2 6,3 1,4 100}
{1 98689,2 6,3 1,4 66,10 BENIGN}
{1 3591,2 4,3 1,4 100}
{1 98689,2 9,3 1,4 33,5 1,6 63916,7 200210859,8 2476,9 -774326712}
{1 98689,2 8,3 1,4 37,5 1,6 46475,7 1289995434,8 2718,9 -428736045,10 BENIGN}
{1 98689,2 6,3 1,4 66,5 1,6 18229,7 1452480996,8 2341,9 2010890678,10 BENIGN}
{1 98689,2 18,3 2,4 100,5 5,6 17816,7 176094513,8 2155,9 1650854550}
{1 3651,2 5,3 1,4 40,5 1,6 39134,7 315221968,8 2627,9 -1409394059,10 BENIGN}
{1 -1354875498,2 5,3 2,4 60,5 1,6 23724,7 -2123064745,8 2155,9 1774689051,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 2,6 46844,7 1665804767,8 2718,9 788103715}
{1 108957,2 4,3 1,4 50,5 1,6 16276,7 -577751653,8 2252,9 824317969,10 BENIGN}
{1 3177,2 2,3 1,4 100,5 2,6 6429,7 1775460267,8 2153,9 -1627974004,10 BENIGN}
{1 3707,2 9,3 1,4 55,5 1,6 61969,7 522896173,8 2177,9 -353392788}
{1 98689,2 7,3 1,4 100,5 1,6 4134,7 -479632835,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 23,3 2,4 100,5 1,6 37963,7 -989402032,8 2155,9 2117745249}
{1 98689,2 27,3 2,4 100,5 1,6 37963,7 -989402032,8 2155,9 2117745249}
{1 108957,2 16,3 2,4 100,5 1,6 37963,7 -989402032,8 2155,9 2117745249}
{1 108957,2 3,3 1,4 100,5 2,6 45062,7 2101207801,8 2155,9 -392900068,10 BENIGN}
{0 1,1 98689,2 3,3 1,4 100,5 2,6 45062,7 2101207801,8 2155,9 -392900068,10 BENIGN}
{0 1,1 98689,2 3,3 1,4 100,5 2,6 23724,7 -833203801,8 2155,9 1774689051,10 BENIGN}
{0 1,1 98689,2 4,3 1,4 100,5 1,6 53665,7 954023627,8 2718,9 -1220738514,10 BENIGN}
{1 94782941,2 10,3 2,4 40,5 1,6 197291,7 -900707064,8 2183,9 -1908953550,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 23650,7 -1281766147,8 2155,9 1595413670}
{1 98689,2 9,3 1,4 22,5 1,6 54600,7 471292060,8 2718,9 -1662878069}
{1 98689,2 5,3 1,4 100,5 1,6 58879,7 -34118186,8 2155,9 21035325}
{1 98689,2 16,3 1,4 18,5 1,6 46475,7 -1178259235,8 2718,9 -428736045,10 BENIGN}
{1 110308,2 5,3 1,4 100,5 2,6 13335,7 -1064343702,8 2718,9 -597358690,10 BENIGN}
{1 98689,2 6,3 1,4 50,5 1,6 18182,7 -1276914085,8 2691,9 1127899667}
{1 3179,2 11,3 2,4 100,5 1,6 4134,7 -692053487,8 2155,9 1389414199}
{1 98689,2 3,3 1,4 100,5 1,6 4766,7 -1141364650,8 2407,9 215067140,10 BENIGN}
{1 98689,2 3,3 1,4 100,5 1,6 4134,7 349540548,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 4,3 1,4 100,5 5,6 35017,7 -711859326,8 2718,9 1702955053}
{1 108957,2 17,3 2,4 83,5 1,6 4766,7 889223219,8 2407,9 215067140}
{1 98689,2 5,3 1,4 100,5 1,6 4837,7 746179156,8 2155,9 2017028797,10 BENIGN}
{0 1,1 98689,2 5,3 1,4 100,5 2,6 4808,7 1291933216,8 2155,9 -2069750322,10 BENIGN}
{1 98689,2 7,3 1,4 42,5 1,6 58466,7 1789781159,8 2155,9 -97939440,10 BENIGN}
{1 3651,2 6,3 1,4 100,5 1,6 198068,7 846912662,8 2208,9 1990342092,10 BENIGN}
{1 -1354875967,2 16,3 2,4 12,5 1,6 32392,7 1647216823,8 2718,9 -1778719219,10 BENIGN}
{1 98689,2 3,3 1,4 100,5 1,6 7497,7 -1253656093,8 2155,9 1585675681,10 BENIGN}
{0 1,1 98689,2 5,3 1,4 100,5 1,6 37963,7 -989402032,8 2155,9 2117745249,10 BENIGN}
{1 98689,2 6,3 1,4 100,5 1,6 4134,7 1433244908,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 4,3 1,4 100,5 1,6 37963,7 -882788135,8 2155,9 2117745249,10 BENIGN}
{1 108957,2 4,3 1,4 100,5 1,6 58879,7 710239740,8 2155,9 21035325}
{1 98689,2 9,3 1,4 22}
{0 1,1 3179,2 5,3 1,4 60,10 BENIGN}
{1 98689,2 11,3 1,4 100}
{1 98689,2 6,3 1,4 100}
{1 3179,2 6,3 1,4 100}
{0 1,1 98689,2 3,3 1,4 100,10 BENIGN}
{1 98689,2 11,3 1,4 18,5 2,6 11608,7 -1247980708,8 2718,9 -885259985,10 BENIGN}
{0 1,1 98689,2 6,3 1,4 33,5 2,6 25761,7 -1277470929,8 2718,9 -1906138713,10 BENIGN}
{1 98689,2 11,3 1,4 100,5 1,6 37963,7 50675574,8 2155,9 2117745249,10 BENIGN}
{1 98689,2 6,3 1,4 50,5 1,6 40034,7 -153913170,8 2149,9 -1858683205,10 BENIGN}
{1 108957,2 3,3 1,4 100,5 1,6 23650,7 -926414006,8 2155,9 1595413670,10 BENIGN}
{1 98689,2 9,3 1,4 22,5 1,6 4134,7 -479632835,8 2155,9 1389414199,10 BENIGN}
{1 98689,2 3,3 1,4 100,5 1,6 23650,7 -926414006,8 2155,9 1595413670,10 BENIGN}
{1 3521,2 4,3 1,4 100,5 1,6 25148,7 19009524,8 2497,9 1590165494,10 BENIGN}
{1 98689,2 11,3 1,4 45,5 2,6 33517,7 -1493395877,8 2718,9 -1205258926,10 BENIGN}
{1 98689,2 11,3 1,4 36,5 1,6 26496,7 564776377,8 2718,9 -869396309}
{1 98689,2 8,3 1,4 50,5 2,6 13335,7 -1815166825,8 2718,9 -597358690,10 BENIGN}
{1 3179,2 3,3 1,4 100,5 1,6 23650,7 -926414006,8 2155,9 1595413670,10 BENIGN}
{1 98689,2 24,3 2,4 100,5 1,6 37963,7 -989402032,8 2155,9 2117745249}
{0 1,1 98689,2 5,3 1,4 100,5 4,6 23724,7 -447658688,8 2155,9 1774689051,10 BENIGN}
{1 98689,2 6,3 1,4 50,5 1,6 38325,7 -652067630,8 2552,9 600980797,10 BENIGN}
{1 98689,2 8,3 1,4 62,5 1,6 38478,7 474594996,8 2307,9 1793065498}
{0 1,1 98689,2 3,3 1,4 100,5 1,6 58543,7 1123203785,8 2155,9 -913189488,10 BENIGN}
{1 98689,2 16,3 1,4 25,5 1,6 36351,7 -114364799,8 2718,9 2137645481,10 BENIGN}
{1 98689,2 11,3 1,4 100,5 1,6 54600,7 471292060,8 2718,9 -1662878069}
{1 98689,2 9,3 1,4 44,5 1,6 40676,7 470374641,8 2718,9 -1227235888}
{1 98689,2 6,3 1,4 100,5 1,6 23724,7 1758440407,8 2155,9 1774689051,10 BENIGN}
